文件,节点类型,键,值,desc文本,行号,命名空间
objects.svg.2025_11_06_23_23_07.0.svg,rect,sequence,apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r,"name = apartment1_1st_floor_busy; sequence = apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r; sequence = apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r; sequence = apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r; sequence = apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r; sequence = apartment1_1st_floor_empty;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,sequence,apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r,"name = apartment1_1st_floor_busy; sequence = apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r; sequence = apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r; sequence = apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r; sequence = apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r; sequence = apartment1_1st_floor_empty;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,sequence,apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r,"name = apartment1_1st_floor_busy; sequence = apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r; sequence = apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r; sequence = apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r; sequence = apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r; sequence = apartment1_1st_floor_empty;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,sequence,apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r,"name = apartment1_1st_floor_busy; sequence = apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r; sequence = apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r; sequence = apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r; sequence = apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r; sequence = apartment1_1st_floor_empty;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,sequence,apartment1_1st_floor_empty,"name = apartment1_1st_floor_busy; sequence = apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r; sequence = apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r; sequence = apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r; sequence = apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r; sequence = apartment1_1st_floor_empty;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,name,BuildingHouse,"name = BuildingHouse; color = stroke; color_variance = 0.01 0.1 0.1; # panel side; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 0 1 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; atlas_texture = building_atlas2.png; 1st_floor_1 = house; 1st_floor_2 = house; 1st_floor_3 = house; 1st_floor_4 = house; other_floor_1 = house; other_floor_2 = house; other_floor_3 = house; other_floor_4 = house; roof_color = fill; roof_color_variance = 0.01 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 0 4 8 8 0.0078125 0.03125; roof_texture_scale = 1.5 1.5; #roof_texture_rect = 0 0 1 1; roof_cutout_texture = cutout.png; roof_cutout_texture_channel = 1; roof_cutout_texture_scale = 15 15;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,color,stroke,"name = BuildingHouse; color = stroke; color_variance = 0.01 0.1 0.1; # panel side; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 0 1 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; atlas_texture = building_atlas2.png; 1st_floor_1 = house; 1st_floor_2 = house; 1st_floor_3 = house; 1st_floor_4 = house; other_floor_1 = house; other_floor_2 = house; other_floor_3 = house; other_floor_4 = house; roof_color = fill; roof_color_variance = 0.01 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 0 4 8 8 0.0078125 0.03125; roof_texture_scale = 1.5 1.5; #roof_texture_rect = 0 0 1 1; roof_cutout_texture = cutout.png; roof_cutout_texture_channel = 1; roof_cutout_texture_scale = 15 15;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,color_variance,0.01 0.1 0.1,"name = BuildingHouse; color = stroke; color_variance = 0.01 0.1 0.1; # panel side; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 0 1 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; atlas_texture = building_atlas2.png; 1st_floor_1 = house; 1st_floor_2 = house; 1st_floor_3 = house; 1st_floor_4 = house; other_floor_1 = house; other_floor_2 = house; other_floor_3 = house; other_floor_4 = house; roof_color = fill; roof_color_variance = 0.01 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 0 4 8 8 0.0078125 0.03125; roof_texture_scale = 1.5 1.5; #roof_texture_rect = 0 0 1 1; roof_cutout_texture = cutout.png; roof_cutout_texture_channel = 1; roof_cutout_texture_scale = 15 15;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,detail_texture,wall_atlas1.png,"name = BuildingHouse; color = stroke; color_variance = 0.01 0.1 0.1; # panel side; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 0 1 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; atlas_texture = building_atlas2.png; 1st_floor_1 = house; 1st_floor_2 = house; 1st_floor_3 = house; 1st_floor_4 = house; other_floor_1 = house; other_floor_2 = house; other_floor_3 = house; other_floor_4 = house; roof_color = fill; roof_color_variance = 0.01 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 0 4 8 8 0.0078125 0.03125; roof_texture_scale = 1.5 1.5; #roof_texture_rect = 0 0 1 1; roof_cutout_texture = cutout.png; roof_cutout_texture_channel = 1; roof_cutout_texture_scale = 15 15;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,detail_texture_atlas_cell,0 1 8 8 0.0078125 0.0078125,"name = BuildingHouse; color = stroke; color_variance = 0.01 0.1 0.1; # panel side; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 0 1 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; atlas_texture = building_atlas2.png; 1st_floor_1 = house; 1st_floor_2 = house; 1st_floor_3 = house; 1st_floor_4 = house; other_floor_1 = house; other_floor_2 = house; other_floor_3 = house; other_floor_4 = house; roof_color = fill; roof_color_variance = 0.01 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 0 4 8 8 0.0078125 0.03125; roof_texture_scale = 1.5 1.5; #roof_texture_rect = 0 0 1 1; roof_cutout_texture = cutout.png; roof_cutout_texture_channel = 1; roof_cutout_texture_scale = 15 15;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,detail_texture_scale,3 3,"name = BuildingHouse; color = stroke; color_variance = 0.01 0.1 0.1; # panel side; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 0 1 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; atlas_texture = building_atlas2.png; 1st_floor_1 = house; 1st_floor_2 = house; 1st_floor_3 = house; 1st_floor_4 = house; other_floor_1 = house; other_floor_2 = house; other_floor_3 = house; other_floor_4 = house; roof_color = fill; roof_color_variance = 0.01 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 0 4 8 8 0.0078125 0.03125; roof_texture_scale = 1.5 1.5; #roof_texture_rect = 0 0 1 1; roof_cutout_texture = cutout.png; roof_cutout_texture_channel = 1; roof_cutout_texture_scale = 15 15;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,detail_cutout_texture,cutout.png,"name = BuildingHouse; color = stroke; color_variance = 0.01 0.1 0.1; # panel side; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 0 1 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; atlas_texture = building_atlas2.png; 1st_floor_1 = house; 1st_floor_2 = house; 1st_floor_3 = house; 1st_floor_4 = house; other_floor_1 = house; other_floor_2 = house; other_floor_3 = house; other_floor_4 = house; roof_color = fill; roof_color_variance = 0.01 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 0 4 8 8 0.0078125 0.03125; roof_texture_scale = 1.5 1.5; #roof_texture_rect = 0 0 1 1; roof_cutout_texture = cutout.png; roof_cutout_texture_channel = 1; roof_cutout_texture_scale = 15 15;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,detail_cutout_texture_channel,1,"name = BuildingHouse; color = stroke; color_variance = 0.01 0.1 0.1; # panel side; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 0 1 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; atlas_texture = building_atlas2.png; 1st_floor_1 = house; 1st_floor_2 = house; 1st_floor_3 = house; 1st_floor_4 = house; other_floor_1 = house; other_floor_2 = house; other_floor_3 = house; other_floor_4 = house; roof_color = fill; roof_color_variance = 0.01 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 0 4 8 8 0.0078125 0.03125; roof_texture_scale = 1.5 1.5; #roof_texture_rect = 0 0 1 1; roof_cutout_texture = cutout.png; roof_cutout_texture_channel = 1; roof_cutout_texture_scale = 15 15;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,detail_cutout_texture_scale,10 10,"name = BuildingHouse; color = stroke; color_variance = 0.01 0.1 0.1; # panel side; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 0 1 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; atlas_texture = building_atlas2.png; 1st_floor_1 = house; 1st_floor_2 = house; 1st_floor_3 = house; 1st_floor_4 = house; other_floor_1 = house; other_floor_2 = house; other_floor_3 = house; other_floor_4 = house; roof_color = fill; roof_color_variance = 0.01 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 0 4 8 8 0.0078125 0.03125; roof_texture_scale = 1.5 1.5; #roof_texture_rect = 0 0 1 1; roof_cutout_texture = cutout.png; roof_cutout_texture_channel = 1; roof_cutout_texture_scale = 15 15;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,atlas_texture,building_atlas2.png,"name = BuildingHouse; color = stroke; color_variance = 0.01 0.1 0.1; # panel side; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 0 1 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; atlas_texture = building_atlas2.png; 1st_floor_1 = house; 1st_floor_2 = house; 1st_floor_3 = house; 1st_floor_4 = house; other_floor_1 = house; other_floor_2 = house; other_floor_3 = house; other_floor_4 = house; roof_color = fill; roof_color_variance = 0.01 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 0 4 8 8 0.0078125 0.03125; roof_texture_scale = 1.5 1.5; #roof_texture_rect = 0 0 1 1; roof_cutout_texture = cutout.png; roof_cutout_texture_channel = 1; roof_cutout_texture_scale = 15 15;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,st_floor_1,house,"name = BuildingHouse; color = stroke; color_variance = 0.01 0.1 0.1; # panel side; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 0 1 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; atlas_texture = building_atlas2.png; 1st_floor_1 = house; 1st_floor_2 = house; 1st_floor_3 = house; 1st_floor_4 = house; other_floor_1 = house; other_floor_2 = house; other_floor_3 = house; other_floor_4 = house; roof_color = fill; roof_color_variance = 0.01 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 0 4 8 8 0.0078125 0.03125; roof_texture_scale = 1.5 1.5; #roof_texture_rect = 0 0 1 1; roof_cutout_texture = cutout.png; roof_cutout_texture_channel = 1; roof_cutout_texture_scale = 15 15;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,st_floor_2,house,"name = BuildingHouse; color = stroke; color_variance = 0.01 0.1 0.1; # panel side; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 0 1 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; atlas_texture = building_atlas2.png; 1st_floor_1 = house; 1st_floor_2 = house; 1st_floor_3 = house; 1st_floor_4 = house; other_floor_1 = house; other_floor_2 = house; other_floor_3 = house; other_floor_4 = house; roof_color = fill; roof_color_variance = 0.01 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 0 4 8 8 0.0078125 0.03125; roof_texture_scale = 1.5 1.5; #roof_texture_rect = 0 0 1 1; roof_cutout_texture = cutout.png; roof_cutout_texture_channel = 1; roof_cutout_texture_scale = 15 15;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,st_floor_3,house,"name = BuildingHouse; color = stroke; color_variance = 0.01 0.1 0.1; # panel side; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 0 1 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; atlas_texture = building_atlas2.png; 1st_floor_1 = house; 1st_floor_2 = house; 1st_floor_3 = house; 1st_floor_4 = house; other_floor_1 = house; other_floor_2 = house; other_floor_3 = house; other_floor_4 = house; roof_color = fill; roof_color_variance = 0.01 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 0 4 8 8 0.0078125 0.03125; roof_texture_scale = 1.5 1.5; #roof_texture_rect = 0 0 1 1; roof_cutout_texture = cutout.png; roof_cutout_texture_channel = 1; roof_cutout_texture_scale = 15 15;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,st_floor_4,house,"name = BuildingHouse; color = stroke; color_variance = 0.01 0.1 0.1; # panel side; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 0 1 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; atlas_texture = building_atlas2.png; 1st_floor_1 = house; 1st_floor_2 = house; 1st_floor_3 = house; 1st_floor_4 = house; other_floor_1 = house; other_floor_2 = house; other_floor_3 = house; other_floor_4 = house; roof_color = fill; roof_color_variance = 0.01 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 0 4 8 8 0.0078125 0.03125; roof_texture_scale = 1.5 1.5; #roof_texture_rect = 0 0 1 1; roof_cutout_texture = cutout.png; roof_cutout_texture_channel = 1; roof_cutout_texture_scale = 15 15;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,other_floor_1,house,"name = BuildingHouse; color = stroke; color_variance = 0.01 0.1 0.1; # panel side; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 0 1 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; atlas_texture = building_atlas2.png; 1st_floor_1 = house; 1st_floor_2 = house; 1st_floor_3 = house; 1st_floor_4 = house; other_floor_1 = house; other_floor_2 = house; other_floor_3 = house; other_floor_4 = house; roof_color = fill; roof_color_variance = 0.01 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 0 4 8 8 0.0078125 0.03125; roof_texture_scale = 1.5 1.5; #roof_texture_rect = 0 0 1 1; roof_cutout_texture = cutout.png; roof_cutout_texture_channel = 1; roof_cutout_texture_scale = 15 15;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,other_floor_2,house,"name = BuildingHouse; color = stroke; color_variance = 0.01 0.1 0.1; # panel side; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 0 1 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; atlas_texture = building_atlas2.png; 1st_floor_1 = house; 1st_floor_2 = house; 1st_floor_3 = house; 1st_floor_4 = house; other_floor_1 = house; other_floor_2 = house; other_floor_3 = house; other_floor_4 = house; roof_color = fill; roof_color_variance = 0.01 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 0 4 8 8 0.0078125 0.03125; roof_texture_scale = 1.5 1.5; #roof_texture_rect = 0 0 1 1; roof_cutout_texture = cutout.png; roof_cutout_texture_channel = 1; roof_cutout_texture_scale = 15 15;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,other_floor_3,house,"name = BuildingHouse; color = stroke; color_variance = 0.01 0.1 0.1; # panel side; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 0 1 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; atlas_texture = building_atlas2.png; 1st_floor_1 = house; 1st_floor_2 = house; 1st_floor_3 = house; 1st_floor_4 = house; other_floor_1 = house; other_floor_2 = house; other_floor_3 = house; other_floor_4 = house; roof_color = fill; roof_color_variance = 0.01 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 0 4 8 8 0.0078125 0.03125; roof_texture_scale = 1.5 1.5; #roof_texture_rect = 0 0 1 1; roof_cutout_texture = cutout.png; roof_cutout_texture_channel = 1; roof_cutout_texture_scale = 15 15;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,other_floor_4,house,"name = BuildingHouse; color = stroke; color_variance = 0.01 0.1 0.1; # panel side; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 0 1 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; atlas_texture = building_atlas2.png; 1st_floor_1 = house; 1st_floor_2 = house; 1st_floor_3 = house; 1st_floor_4 = house; other_floor_1 = house; other_floor_2 = house; other_floor_3 = house; other_floor_4 = house; roof_color = fill; roof_color_variance = 0.01 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 0 4 8 8 0.0078125 0.03125; roof_texture_scale = 1.5 1.5; #roof_texture_rect = 0 0 1 1; roof_cutout_texture = cutout.png; roof_cutout_texture_channel = 1; roof_cutout_texture_scale = 15 15;",,
